DictionaryName,LocationName,ItemName,LocationArea,ItemSubType,SpoilerLocation,SpoilerItem,EntrancePair
Death Mountain Summit => Mountain Summit Fairy,Death Mountain Summit > Mountain Summit Fairy,Mountain Summit Fairy < Death Mountain Summit,Death Mountain,Entrance,Death Mountain Summit>DMT Great Fairy Fountain,DMT Great Fairy Fountain,Mountain Summit Fairy => Death Mountain Summit
Desert Colossus => Colossus Fairy,Desert Colossus > Colossus Fairy,Colossus Fairy < Desert Colossus,Gerudo Desert,Entrance,Desert Colossus>Colossus Great Fairy Fountain,Colossus Great Fairy Fountain,Colossus Fairy => Desert Colossus
Fishing Hole => Lake Hylia Fishing Island,Fishing Hole > Lake Hylia Fishing Island,Lake Hylia Fishing Island < Fishing Hole,Lake Hylia,Entrance,LH Fishing Hole>LH Fishing Island,LH Fishing Island<LH Fishing Hole,Lake Hylia Fishing Island => Fishing Hole
Ganons Castle Fairy => Castle Grounds,Ganons Castle Fairy > Castle Grounds,Castle Grounds < Ganons Castle Fairy,Castle Town,Entrance,OGC Great Fairy Fountain>Castle Grounds,Castle Grounds<OGC Great Fairy Fountain,Ganons Castle Grounds => Ganons Castle Fairy
Ganons Castle Grounds => Ganons Castle Fairy,Ganons Castle Grounds > Ganons Castle Fairy,Ganons Castle Fairy < Ganons Castle Grounds,Castle Town,Entrance,Ganons Castle Grounds>OGC Great Fairy Fountain,OGC Great Fairy Fountain,Ganons Castle Fairy => Castle Grounds
Gerudo Valley Far Side => Carpenter Tent,Gerudo Valley Far Side > Carpenter Tent,Carpenter Tent < Gerudo Valley Far Side,Gerudo Desert,Entrance,GV Fortress Side>GV Carpenter Tent,GV Carpenter Tent,Carpenter Tent => Gerudo Valley Far Side
Goron City => Goron Shop,Goron City > Goron Shop,Goron Shop < Goron City,Death Mountain,Entrance,Goron City>GC Shop,GC Shop,Goron Shop => Goron City
Goron Shop => Goron City,Goron Shop > Goron City,Goron City < Goron Shop,Death Mountain,Entrance,GC Shop>Goron City,Goron City<GC Shop,Goron City => Goron Shop
Graveyard => Dampes House,Graveyard > Dampes House,Dampes House < Graveyard,Kakariko Village,Entrance,Graveyard>Graveyard Dampes House,Graveyard Dampes House,Dampes House => Graveyard
House of Skulltula => Kakariko Village,House of Skulltula > Kakariko Village,Kakariko Village < House of Skulltula,Kakariko Village,Entrance,Kak House of Skulltula>Kakariko Village,Kakariko Village<Kak House of Skulltula,Kakariko Village => House of Skulltula
House of Twins => Kokiri Forest,House of Twins > Kokiri Forest,Kokiri Forest < House of Twins,Kokiri Forest,Entrance,KF House of Twins>Kokiri Forest,Kokiri Forest<KF House of Twins,Kokiri Forest => House of Twins
Hyrule Castle Fairy => Castle Grounds,Hyrule Castle Fairy > Castle Grounds,Castle Grounds < Hyrule Castle Fairy,Castle Town,Entrance,HC Great Fairy Fountain>Castle Grounds,Castle Grounds<HC Great Fairy Fountain,Hyrule Castle Grounds => Hyrule Castle Fairy
Hyrule Castle Grounds => Hyrule Castle Fairy,Hyrule Castle Grounds > Hyrule Castle Fairy,Hyrule Castle Fairy < Hyrule Castle Grounds,Castle Town,Entrance,Hyrule Castle Grounds>HC Great Fairy Fountain,HC Great Fairy Fountain,Hyrule Castle Fairy => Castle Grounds
Impas House => Kakariko Village,Impas House > Kakariko Village,Kakariko Village < Impas House,Kakariko Village,Entrance,Kak Impas House>Kakariko Village,Kakariko Village<Kak Impas House,Kakariko Village => Impas House
Impas House Back => Kakariko Impa Ledge,Impas House Back > Kakariko Impa Ledge,Kakariko Impa Ledge < Impas House Back,Kakariko Village,Entrance,Kak Impas House Back>Kak Impas Ledge,Kak Impas Ledge<Kak Impas House Back,Kakariko Impa Ledge => Impas House Back
Ingo Barn => Lon Lon Ranch,Ingo Barn > Lon Lon Ranch,Lon Lon Ranch < Ingo Barn,Lon Lon Ranch,Entrance,LLR Stables>Lon Lon Ranch,Lon Lon Ranch<LLR Stables,Lon Lon Ranch => Ingo Barn
Kakariko Bazaar => Kakariko Village,Kakariko Bazaar > Kakariko Village,Kakariko Village < Kakariko Bazaar,Kakariko Village,Entrance,Kak Bazaar>Kakariko Village,Kakariko Village<Kak Bazaar,Kakariko Village => Kakariko Bazaar
Kakariko Impa Ledge => Impas House Back,Kakariko Impa Ledge > Impas House Back,Impas House Back < Kakariko Impa Ledge,Kakariko Village,Entrance,Kak Impas Ledge>Kak Impas House Back,Kak Impas House Back,Impas House Back => Kakariko Impa Ledge
Kakariko Potion Shop Back => Kakariko Village Backyard,Kakariko Potion Shop Back > Kakariko Village Backyard,Kakariko Village Backyard < Kakariko Potion Shop Back,Kakariko Village,Entrance,Kak Potion Shop Back>Kak Backyard,Kak Backyard<Kak Potion Shop Back,Kakariko Village Backyard => Kakariko Potion Shop Back
Kakariko Potion Shop Front => Kakariko Village,Kakariko Potion Shop Front > Kakariko Village,Kakariko Village < Kakariko Potion Shop Front,Kakariko Village,Entrance,Kak Potion Shop Front>Kakariko Village,Kakariko Village<Kak Potion Shop Front,Kakariko Village => Kakariko Potion Shop Front
Kakariko Shooting Gallery => Kakariko Village,Kakariko Shooting Gallery > Kakariko Village,Kakariko Village < Kakariko Shooting Gallery,Kakariko Village,Entrance,Kak Shooting Gallery>Kakariko Village,Kakariko Village<Kak Shooting Gallery,Kakariko Village => Kakariko Shooting Gallery
Kakariko Village => Carpenter Boss House,Kakariko Village > Carpenter Boss House,Carpenter Boss House < Kakariko Village,Kakariko Village,Entrance,Kakariko Village>Kak Carpenter Boss House,Kak Carpenter Boss House,Carpenter Boss House => Kakariko Village
Kakariko Village => House of Skulltula,Kakariko Village > House of Skulltula,House of Skulltula < Kakariko Village,Kakariko Village,Entrance,Kakariko Village>Kak House of Skulltula,Kak House of Skulltula,House of Skulltula => Kakariko Village
Kakariko Village => Impas House,Kakariko Village > Impas House,Impas House < Kakariko Village,Kakariko Village,Entrance,Kakariko Village>Kak Impas House,Kak Impas House,Impas House => Kakariko Village
Kakariko Village => Kakariko Bazaar,Kakariko Village > Kakariko Bazaar,Kakariko Bazaar < Kakariko Village,Kakariko Village,Entrance,Kakariko Village>Kak Bazaar,Kak Bazaar,Kakariko Bazaar => Kakariko Village
Kakariko Village => Kakariko Potion Shop Front,Kakariko Village > Kakariko Potion Shop Front,Kakariko Potion Shop Front < Kakariko Village,Kakariko Village,Entrance,Kakariko Village>Kak Potion Shop Front,Kak Potion Shop Front,Kakariko Potion Shop Front => Kakariko Village
Kakariko Village => Kakariko Shooting Gallery,Kakariko Village > Kakariko Shooting Gallery,Kakariko Shooting Gallery < Kakariko Village,Kakariko Village,Entrance,Kakariko Village>Kak Shooting Gallery,Kak Shooting Gallery,Kakariko Shooting Gallery => Kakariko Village
Kakariko Village => Windmill,Kakariko Village > Windmill,Windmill < Kakariko Village,Kakariko Village,Entrance,Kakariko Village>Kak Windmill,Kak Windmill,Windmill => Kakariko Village
Kakariko Village Backyard => Kakariko Potion Shop Back,Kakariko Village Backyard > Kakariko Potion Shop Back,Kakariko Potion Shop Back < Kakariko Village Backyard,Kakariko Village,Entrance,Kak Backyard>Kak Potion Shop Back,Kak Potion Shop Back,Kakariko Potion Shop Back => Kakariko Village Backyard
Kakariko Village Backyard => Odd Medicine Building,Kakariko Village Backyard > Odd Medicine Building,Odd Medicine Building < Kakariko Village Backyard,Kakariko Village,Entrance,Kak Backyard>Kak Odd Medicine Building,Kak Odd Medicine Building,Odd Medicine Building => Kakariko Village Backyard
Know It All House => Kokiri Forest,Know It All House > Kokiri Forest,Kokiri Forest < Know It All House,Kokiri Forest,Entrance,KF Know It All House>Kokiri Forest,Kokiri Forest<KF Know It All House,Kokiri Forest => Know It All House
Kokiri Forest => House of Twins,Kokiri Forest > House of Twins,House of Twins < Kokiri Forest,Kokiri Forest,Entrance,Kokiri Forest>KF House of Twins,KF House of Twins,House of Twins => Kokiri Forest
Kokiri Forest => Know It All House,Kokiri Forest > Know It All House,Know It All House < Kokiri Forest,Kokiri Forest,Entrance,Kokiri Forest>KF Know It All House,KF Know It All House,Know It All House => Kokiri Forest
Kokiri Forest => Kokiri Shop,Kokiri Forest > Kokiri Shop,Kokiri Shop < Kokiri Forest,Kokiri Forest,Entrance,Kokiri Forest>KF Kokiri Shop,KF Kokiri Shop,Kokiri Shop => Kokiri Forest
Kokiri Forest => Links House,Kokiri Forest > Links House,Links House < Kokiri Forest,Kokiri Forest,Entrance,Kokiri Forest>KF Links House,KF Links House,Links House => Kokiri Forest
Kokiri Forest => Mido House,Kokiri Forest > Mido House,Mido House < Kokiri Forest,Kokiri Forest,Entrance,Kokiri Forest>KF Midos House,KF Midos House,Mido House => Kokiri Forest
Kokiri Forest => Saria House,Kokiri Forest > Saria House,Saria House < Kokiri Forest,Kokiri Forest,Entrance,Kokiri Forest>KF Sarias House,KF Sarias House,Saria House => Kokiri Forest
Kokiri Shop => Kokiri Forest,Kokiri Shop > Kokiri Forest,Kokiri Forest < Kokiri Shop,Kokiri Forest,Entrance,KF Kokiri Shop>Kokiri Forest,Kokiri Forest<KF Kokiri Shop,Kokiri Forest => Kokiri Shop
Lake Hylia => Lake Hylia Lab,Lake Hylia > Lake Hylia Lab,Lake Hylia Lab < Lake Hylia,Lake Hylia,Entrance,Lake Hylia>LH Lab,LH Lab,Lake Hylia Lab => Lake Hylia
Lake Hylia Fishing Island => Fishing Hole,Lake Hylia Fishing Island > Fishing Hole,Fishing Hole < Lake Hylia Fishing Island,Lake Hylia,Entrance,LH Fishing Island>LH Fishing Hole,LH Fishing Hole,Fishing Hole => Lake Hylia Fishing Island
Lake Hylia Lab => Lake Hylia,Lake Hylia Lab > Lake Hylia,Lake Hylia < Lake Hylia Lab,Lake Hylia,Entrance,LH Lab>Lake Hylia,Lake Hylia<LH Lab,Lake Hylia => Lake Hylia Lab
Links House => Kokiri Forest,Links House > Kokiri Forest,Kokiri Forest < Links House,Kokiri Forest,Entrance,KF Links House>Kokiri Forest,Kokiri Forest<KF Links House,Kokiri Forest => Links House
Lon Lon Corner Tower => Lon Lon Ranch,Lon Lon Corner Tower > Lon Lon Ranch,Lon Lon Ranch < Lon Lon Corner Tower,Lon Lon Ranch,Entrance,LLR Tower>Lon Lon Ranch,Lon Lon Ranch<LLR Tower,Lon Lon Ranch => Lon Lon Corner Tower
Lon Lon Ranch => Ingo Barn,Lon Lon Ranch > Ingo Barn,Ingo Barn < Lon Lon Ranch,Lon Lon Ranch,Entrance,Lon Lon Ranch>LLR Stables,LLR Stables,Ingo Barn => Lon Lon Ranch
Lon Lon Ranch => Lon Lon Corner Tower,Lon Lon Ranch > Lon Lon Corner Tower,Lon Lon Corner Tower < Lon Lon Ranch,Lon Lon Ranch,Entrance,Lon Lon Ranch>LLR Tower,LLR Tower,Lon Lon Corner Tower => Lon Lon Ranch
Lon Lon Ranch => Talon House,Lon Lon Ranch > Talon House,Talon House < Lon Lon Ranch,Lon Lon Ranch,Entrance,Lon Lon Ranch>LLR Talons House,LLR Talons House,Talon House => Lon Lon Ranch
Mido House => Kokiri Forest,Mido House > Kokiri Forest,Kokiri Forest < Mido House,Kokiri Forest,Entrance,KF Midos House>Kokiri Forest,Kokiri Forest<KF Midos House,Kokiri Forest => Mido House
Mountain Summit Fairy => Death Mountain Summit,Mountain Summit Fairy > Death Mountain Summit,Death Mountain Summit < Mountain Summit Fairy,Death Mountain,Entrance,DMT Great Fairy Fountain>Death Mountain Summit,Death Mountain Summit<DMT Great Fairy Fountain,Death Mountain Summit => Mountain Summit Fairy
Odd Medicine Building => Kakariko Village Backyard,Odd Medicine Building > Kakariko Village Backyard,Kakariko Village Backyard < Odd Medicine Building,Kakariko Village,Entrance,Kak Odd Medicine Building>Kak Backyard,Kak Backyard<Kak Odd Medicine Building,Kakariko Village Backyard => Odd Medicine Building
Saria House => Kokiri Forest,Saria House > Kokiri Forest,Kokiri Forest < Saria House,Kokiri Forest,Entrance,KF Sarias House>Kokiri Forest,Kokiri Forest<KF Sarias House,Kokiri Forest => Saria House
Talon House => Lon Lon Ranch,Talon House > Lon Lon Ranch,Lon Lon Ranch < Talon House,Lon Lon Ranch,Entrance,LLR Talons House>Lon Lon Ranch,Lon Lon Ranch<LLR Talons House,Lon Lon Ranch => Talon House
Temple of Time => Temple of Time Exterior,Temple of Time > Temple of Time Exterior,Temple of Time Exterior < Temple of Time,Castle Town,Entrance,Temple of Time>ToT Entrance,ToT Entrance<Temple of Time,Temple of Time Exterior => Temple of Time
Temple of Time Exterior => Temple of Time,Temple of Time Exterior > Temple of Time,Temple of Time < Temple of Time Exterior,Castle Town,Entrance,ToT Entrance>Temple of Time,Temple of Time,Temple of Time => Temple of Time Exterior
Windmill => Kakariko Village,Windmill > Kakariko Village,Kakariko Village < Windmill,Kakariko Village,Entrance,Kak Windmill>Kakariko Village,Kakariko Village<Kak Windmill,Kakariko Village => Windmill
Zora Shop => Zoras Domain,Zora Shop > Zoras Domain,Zoras Domain < Zora Shop,Zora River,Entrance,ZD Shop>Zoras Domain,Zoras Domain<ZD Shop,Zoras Domain => Zora Shop
Zoras Domain => Zora Shop,Zoras Domain > Zora Shop,Zora Shop < Zoras Domain,Zora River,Entrance,Zoras Domain>ZD Shop,ZD Shop,Zora Shop => Zoras Domain
Zoras Fountain => Zoras Fountain Fairy,Zoras Fountain > Zoras Fountain Fairy,Zoras Fountain Fairy < Zoras Fountain,Zora River,Entrance,Zoras Fountain>ZF Great Fairy Fountain,ZF Great Fairy Fountain,Zoras Fountain Fairy => Zoras Fountain
Zoras Fountain Fairy => Zoras Fountain,Zoras Fountain Fairy > Zoras Fountain,Zoras Fountain < Zoras Fountain Fairy,Zora River,Entrance,ZF Great Fairy Fountain>Zoras Fountain,Zoras Fountain<ZF Great Fairy Fountain,Zoras Fountain => Zoras Fountain Fairy
Castle Storms Grotto => Castle Grounds,Castle Storms Grotto > Castle Grounds,Castle Grounds < Castle Storms Grotto,Castle Town,Entrance,HC Storms Grotto>Castle Grounds,Castle Grounds<HC Storms Grotto,Hyrule Castle Grounds => Castle Storms Grotto
Composer Grave => Graveyard,Composer Grave > Graveyard,Graveyard < Composer Grave,Kakariko Village,Entrance,Graveyard Composers Grave>Graveyard,Graveyard<Graveyard Composers Grave,Graveyard => Composer Grave
DMC Hammer Grotto => Death Mountain Crater Lower Local,DMC Hammer Grotto > Death Mountain Crater Lower Local,Death Mountain Crater Lower Local < DMC Hammer Grotto,Death Mountain,Entrance,DMC Hammer Grotto>DMC Lower Local,DMC Lower Local<DMC Hammer Grotto,Death Mountain Crater Lower Nearby => DMC Hammer Grotto
Dampes Grave => Graveyard,Dampes Grave > Graveyard,Graveyard < Dampes Grave,Kakariko Village,Entrance,Graveyard Dampes Grave>Graveyard,Graveyard<Graveyard Dampes Grave,Graveyard => Dampes Grave
Death Mountain => Mountain Storms Grotto,Death Mountain > Mountain Storms Grotto,Mountain Storms Grotto < Death Mountain,Death Mountain,Entrance,Death Mountain>DMT Storms Grotto,DMT Storms Grotto,Mountain Storms Grotto => Death Mountain
Death Mountain Crater Lower Nearby => DMC Hammer Grotto,Death Mountain Crater Lower Nearby > DMC Hammer Grotto,DMC Hammer Grotto < Death Mountain Crater Lower Nearby,Death Mountain,Entrance,DMC Lower Nearby>DMC Hammer Grotto,DMC Hammer Grotto,DMC Hammer Grotto => Death Mountain Crater Lower Local
Death Mountain Crater Upper Nearby => Top of Crater Grotto,Death Mountain Crater Upper Nearby > Top of Crater Grotto,Top of Crater Grotto < Death Mountain Crater Upper Nearby,Death Mountain,Entrance,DMC Upper Nearby>DMC Upper Grotto,DMC Upper Grotto,Top of Crater Grotto => Death Mountain Crater Upper Local
Death Mountain Summit => Mountain Bombable Grotto,Death Mountain Summit > Mountain Bombable Grotto,Mountain Bombable Grotto < Death Mountain Summit,Death Mountain,Entrance,Death Mountain Summit>DMT Cow Grotto,DMT Cow Grotto,Mountain Bombable Grotto => Death Mountain Summit
Deku Theater => Lost Woods Beyond Mido,Deku Theater > Lost Woods Beyond Mido,Lost Woods Beyond Mido < Deku Theater,Lost Woods,Entrance,Deku Theater>LW Beyond Mido,LW Beyond Mido<Deku Theater,Lost Woods Beyond Mido => Deku Theater
Desert Colossus => Desert Colossus Grotto,Desert Colossus > Desert Colossus Grotto,Desert Colossus Grotto < Desert Colossus,Gerudo Desert,Entrance,Desert Colossus>Colossus Grotto,Colossus Grotto,Desert Colossus Grotto => Desert Colossus
Desert Colossus Grotto => Desert Colossus,Desert Colossus Grotto > Desert Colossus,Desert Colossus < Desert Colossus Grotto,Gerudo Desert,Entrance,Colossus Grotto>Desert Colossus,Desert Colossus<Colossus Grotto,Desert Colossus => Desert Colossus Grotto
Field Far West Castle Town Grotto => Hyrule Field,Field Far West Castle Town Grotto > Hyrule Field,Hyrule Field < Field Far West Castle Town Grotto,Hyrule Field,Entrance,HF Fairy Grotto>Hyrule Field,Hyrule Field<HF Fairy Grotto,Hyrule Field => Field Far West Castle Town Grotto
Field Kakariko Grotto => Hyrule Field,Field Kakariko Grotto > Hyrule Field,Hyrule Field < Field Kakariko Grotto,Hyrule Field,Entrance,HF Near Kak Grotto>Hyrule Field,Hyrule Field<HF Near Kak Grotto,Hyrule Field => Field Kakariko Grotto
Field Near Lake Inside Fence Grotto => Hyrule Field,Field Near Lake Inside Fence Grotto > Hyrule Field,Hyrule Field < Field Near Lake Inside Fence Grotto,Hyrule Field,Entrance,HF Inside Fence Grotto>Hyrule Field,Hyrule Field<HF Inside Fence Grotto,Hyrule Field => Field Near Lake Inside Fence Grotto
Field Near Lake Outside Fence Grotto => Hyrule Field,Field Near Lake Outside Fence Grotto > Hyrule Field,Hyrule Field < Field Near Lake Outside Fence Grotto,Hyrule Field,Entrance,HF Open Grotto>Hyrule Field,Hyrule Field<HF Open Grotto,Hyrule Field => Field Near Lake Outside Fence Grotto
Field North Lon Lon Grotto => Hyrule Field,Field North Lon Lon Grotto > Hyrule Field,Hyrule Field < Field North Lon Lon Grotto,Hyrule Field,Entrance,HF Tektite Grotto>Hyrule Field,Hyrule Field<HF Tektite Grotto,Hyrule Field => Field North Lon Lon Grotto
Field Valley Grotto => Hyrule Field,Field Valley Grotto > Hyrule Field,Hyrule Field < Field Valley Grotto,Hyrule Field,Entrance,HF Cow Grotto>Hyrule Field,Hyrule Field<HF Cow Grotto,Hyrule Field => Field Valley Grotto
Field West Castle Town Grotto => Hyrule Field,Field West Castle Town Grotto > Hyrule Field,Hyrule Field < Field West Castle Town Grotto,Hyrule Field,Entrance,HF Near Market Grotto>Hyrule Field,Hyrule Field<HF Near Market Grotto,Hyrule Field => Field West Castle Town Grotto
Front of Meadow Grotto => Sacred Forest Meadow Entryway,Front of Meadow Grotto > Sacred Forest Meadow Entryway,Sacred Forest Meadow Entryway < Front of Meadow Grotto,Lost Woods,Entrance,SFM Wolfos Grotto>SFM Entryway,SFM Entryway<SFM Wolfos Grotto,Sacred Forest Meadow Entryway => Front of Meadow Grotto
Gerudo Fortress => Gerudo Fortress Storms Grotto,Gerudo Fortress > Gerudo Fortress Storms Grotto,Gerudo Fortress Storms Grotto < Gerudo Fortress,Gerudo Desert,Entrance,Gerudo Fortress>GF Storms Grotto,GF Storms Grotto,Gerudo Fortress Storms Grotto => Gerudo Fortress
